week_end,crude_stocks_incl_spr_mbbl,commercial_crude_mbbl,spr_crude_mbbl,refinery_crude_inputs_mbd,days_supply_incl_spr,commercial_days_supply,spr_days_equivalent,days_supply_incl_spr_percentile
1990-05-11,942503,358198,584305,12944,72.81,27.67,45.14,91.67
1990-05-18,947177,361994,585183,13159,71.98,27.51,44.47,89.7
1990-05-25,948900,362719,586181,13679,69.37,26.52,42.85,80.24
1990-06-01,951799,365618,586181,13668,69.64,26.75,42.89,81.41
1990-06-08,953667,367486,586181,13516,70.56,27.19,43.37,85.69
1990-06-15,953182,367001,586181,13581,70.18,27.02,43.16,83.6
1990-06-22,953885,367704,586181,13454,70.9,27.33,43.57,86.87
1990-06-29,955394,368708,586686,13962,68.43,26.41,42.02,76.13
1990-07-06,952344,365658,586686,14168,67.22,25.81,41.41,68.98
1990-07-13,956879,370201,586678,14192,67.42,26.09,41.34,70.81
1990-07-20,954702,368024,586678,14293,66.8,25.75,41.05,65.75
1990-07-27,959271,372593,586678,14358,66.81,25.95,40.86,65.97
1990-08-03,951525,364848,586677,14432,65.93,25.28,40.65,59.51
1990-08-10,946681,360003,586678,14345,65.99,25.1,40.9,60.03
1990-08-17,947535,360333,587202,14093,67.23,25.57,41.67,69.11
1990-08-24,950649,361957,588692,14108,67.38,25.66,41.73,70.38
1990-08-31,946333,356710,589623,14063,67.29,25.37,41.93,69.81
1990-09-07,949206,359583,589623,14203,66.83,25.32,41.51,66.23
1990-09-14,943559,353936,589623,14327,65.86,24.7,41.15,58.99
1990-09-21,937834,348211,589623,14306,65.56,24.34,41.22,56.94
1990-09-28,928007,338384,589623,13887,66.83,24.37,42.46,66.1
1990-10-05,925894,336271,589623,13477,68.7,24.95,43.75,77.4
1990-10-12,918375,328752,589623,13115,70.02,25.07,44.96,83.16
1990-10-19,915615,325992,589623,12733,71.91,25.6,46.31,89.53
1990-10-26,916857,327234,589623,12674,72.34,25.82,46.52,90.62
1990-11-02,920758,331392,589366,12898,71.39,25.69,45.69,88.13
1990-11-09,921253,333036,588217,12684,72.63,26.26,46.37,91.45
1990-11-16,915231,327293,587938,12764,71.7,25.64,46.06,89.09
1990-11-23,911584,324268,587316,12779,71.33,25.38,45.96,87.87
1990-11-30,913758,326855,586903,13711,66.64,23.84,42.81,64.66
1990-12-07,907428,321412,586016,12660,71.68,25.39,46.29,88.96
1990-12-14,905846,320154,585692,12842,70.54,24.93,45.61,85.56
1990-12-21,907684,321992,585692,12916,70.28,24.93,45.35,83.99
1990-12-28,901612,315920,585692,13009,69.31,24.28,45.02,79.97
1991-01-04,893234,307542,585692,12307,72.58,24.99,47.59,91.23
1991-01-11,894131,308440,585691,12346,72.42,24.98,47.44,90.92
1991-01-18,892742,307051,585691,12581,70.96,24.41,46.55,87.04
1991-01-25,892735,307043,585692,12757,69.98,24.07,45.91,82.9
1991-02-01,895841,310149,585692,12814,69.91,24.2,45.71,82.64
1991-02-08,896124,311359,584765,12973,69.08,24.0,45.08,79.19
1991-02-15,900784,317278,583506,12931,69.66,24.54,45.12,81.68
1991-02-22,899428,316183,583245,13107,68.62,24.12,44.5,77.01
1991-03-01,897522,315962,581560,13164,68.18,24.0,44.18,74.91
1991-03-08,892038,314290,577748,13082,68.19,24.02,44.16,74.96
1991-03-15,895651,320665,574986,12817,69.88,25.02,44.86,82.5
1991-03-22,893991,321538,572453,12676,70.53,25.37,45.16,85.51
1991-03-29,897685,326275,571410,12598,71.26,25.9,45.36,87.74
1991-04-05,889746,321264,568482,12871,69.13,24.96,44.17,79.54
1991-04-12,894244,325762,568482,12906,69.29,25.24,44.05,79.93
1991-04-19,891158,322676,568482,12950,68.82,24.92,43.9,77.75
1991-04-26,896702,328220,568482,13162,68.13,24.94,43.19,74.65
1991-05-03,892623,324141,568482,13408,66.57,24.18,42.4,64.05
1991-05-10,892389,323906,568483,13446,66.37,24.09,42.28,62.35
1991-05-17,898381,329898,568483,13325,67.42,24.76,42.66,70.72
1991-05-24,897808,329325,568483,13407,66.97,24.56,42.4,66.97
1991-05-31,904685,336202,568483,14002,64.61,24.01,40.6,50.61
1991-06-07,905491,337008,568483,13675,66.22,24.64,41.57,61.13
1991-06-14,906290,337807,568483,13928,65.07,24.25,40.82,53.45
1991-06-21,904911,336429,568482,13989,64.69,24.05,40.64,51.13
1991-06-28,901859,333376,568483,13860,65.07,24.05,41.02,53.4
1991-07-05,903062,334579,568483,13662,66.1,24.49,41.61,60.51
1991-07-12,902012,333524,568488,13415,67.24,24.86,42.38,69.15
1991-07-19,900227,331739,568488,13839,65.05,23.97,41.08,53.32
1991-07-26,896458,327970,568488,13827,64.83,23.72,41.11,52.05
1991-08-02,897147,328659,568488,13597,65.98,24.17,41.81,59.9
1991-08-09,898861,330373,568488,13697,65.62,24.12,41.5,57.42
1991-08-16,896942,328440,568502,13705,65.45,23.96,41.48,56.28
1991-08-23,902246,333744,568502,13831,65.23,24.13,41.1,55.02
1991-08-30,904148,335646,568502,14000,64.58,23.97,40.61,50.39
1991-09-06,894389,325886,568503,14164,63.15,23.01,40.14,41.36
1991-09-13,887822,319319,568503,13928,63.74,22.93,40.82,44.15
1991-09-20,887953,319450,568503,13817,64.27,23.12,41.15,47.29
1991-09-27,892660,324157,568503,13467,66.28,24.07,42.21,61.74
1991-10-04,891572,323069,568503,13555,65.77,23.83,41.94,58.16
1991-10-11,894905,326402,568503,13330,67.13,24.49,42.65,68.06
1991-10-18,892445,323942,568503,13008,68.61,24.9,43.7,76.96
1991-10-25,901266,332763,568503,12736,70.77,26.13,44.64,86.21
1991-11-01,895148,326645,568503,12716,70.4,25.69,44.71,84.82
1991-11-08,898963,330460,568503,12532,71.73,26.37,45.36,89.18
1991-11-15,904101,335596,568505,12805,70.61,26.21,44.4,85.86
1991-11-22,898093,329588,568505,13306,67.5,24.77,42.73,71.2
1991-11-29,892636,324131,568505,13020,68.56,24.89,43.66,76.75
1991-12-06,897629,329127,568502,12875,69.72,25.56,44.16,81.94
1991-12-13,891591,323089,568502,13463,66.23,24.0,42.23,61.26
1991-12-20,887439,318937,568502,13631,65.1,23.4,41.71,53.71
1991-12-27,877359,308857,568502,13524,64.87,22.84,42.04,52.31
1992-01-03,883325,314823,568502,13307,66.38,23.66,42.72,62.43
1992-01-10,886822,318314,568508,13311,66.62,23.91,42.71,64.57
1992-01-17,885646,317138,568508,12960,68.34,24.47,43.87,75.7
1992-01-24,891317,322809,568508,12595,70.77,25.63,45.14,86.26
1992-01-31,886901,318393,568508,12432,71.34,25.61,45.73,88.0
1992-02-07,886715,318207,568508,12705,69.79,25.05,44.75,82.16
1992-02-14,884910,316400,568510,12339,71.72,25.64,46.07,89.14
1992-02-21,888085,319575,568510,12380,71.74,25.81,45.92,89.22
1992-02-28,895106,326596,568510,12234,73.17,26.7,46.47,92.06
1992-03-06,901404,332894,568510,12271,73.46,27.13,46.33,92.54
1992-03-13,895959,327449,568510,12739,70.33,25.7,44.63,84.34
1992-03-20,899490,330980,568510,13033,69.02,25.4,43.62,79.01
1992-03-27,893970,325460,568510,13072,68.39,24.9,43.49,76.05
1992-04-03,890369,321859,568510,13308,66.9,24.19,42.72,66.8
1992-04-10,898825,330314,568511,13201,68.09,25.02,43.07,74.56
1992-04-17,901631,333120,568511,13213,68.24,25.21,43.03,75.26
1992-04-24,902433,333922,568511,13241,68.15,25.22,42.94,74.69
1992-05-01,903887,335376,568511,13140,68.79,25.52,43.27,77.66
1992-05-08,903227,334716,568511,13110,68.9,25.53,43.36,78.14
1992-05-15,904522,336011,568511,13510,66.95,24.87,42.08,66.88
1992-05-22,899933,331422,568511,13493,66.7,24.56,42.13,65.05
1992-05-29,897287,328776,568511,13782,65.11,23.86,41.25,53.75
1992-06-05,898109,329598,568511,13844,64.87,23.81,41.07,52.27
1992-06-12,898908,330394,568514,13821,65.04,23.91,41.13,53.27
1992-06-19,892607,324093,568514,13943,64.02,23.24,40.77,45.9
1992-06-26,882710,313189,569521,14214,62.1,22.03,40.07,36.39
1992-07-03,881717,312195,569522,14029,62.85,22.25,40.6,39.97
1992-07-10,884380,314858,569522,14126,62.61,22.29,40.32,38.61
1992-07-17,878013,308493,569520,14083,62.35,21.91,40.44,37.43
1992-07-24,877987,308467,569520,13997,62.73,22.04,40.69,39.14
1992-07-31,883778,314258,569520,13821,63.94,22.74,41.21,45.16
1992-08-07,882007,312486,569521,13942,63.26,22.41,40.85,41.71
1992-08-14,881014,311493,569521,13864,63.55,22.47,41.08,42.89
1992-08-21,885873,316097,569776,13809,64.15,22.89,41.26,46.68
1992-08-28,878737,308645,570092,13219,66.48,23.35,43.13,63.26
1992-09-04,880886,310794,570092,13083,67.33,23.76,43.58,69.94
1992-09-11,880433,310111,570322,13866,63.5,22.36,41.13,42.76
1992-09-18,881269,310947,570322,13726,64.2,22.65,41.55,46.99
1992-09-25,876535,306213,570322,13711,63.93,22.33,41.6,45.11
1992-10-02,880511,309071,571440,13766,63.96,22.45,41.51,45.33
1992-10-09,879730,308292,571438,13485,65.24,22.86,42.38,55.1
1992-10-16,883838,310536,573302,13457,65.68,23.08,42.6,57.68
1992-10-23,884863,311561,573302,13632,64.91,22.86,42.06,52.57
1992-10-30,888470,314967,573503,13627,65.2,23.11,42.09,54.62
1992-11-06,882153,308578,573575,13634,64.7,22.63,42.07,51.22
1992-11-13,875112,301537,573575,13662,64.05,22.07,41.98,46.12
1992-11-20,880930,307093,573837,13408,65.7,22.9,42.8,57.77
1992-11-27,882477,308640,573837,13619,64.8,22.66,42.14,51.7
1992-12-04,881426,307589,573837,13514,65.22,22.76,42.46,54.84
1992-12-11,887200,313161,574039,13201,67.21,23.72,43.48,68.72
1992-12-18,887235,312842,574393,13275,66.84,23.57,43.27,66.27
1992-12-25,875615,301053,574562,13217,66.25,22.78,43.47,61.43
1993-01-01,876611,301973,574638,13318,65.82,22.67,43.15,58.55
1993-01-08,874064,299341,574723,13047,66.99,22.94,44.05,67.28
1993-01-15,882249,307272,574977,13022,67.75,23.6,44.15,73.12
1993-01-22,881251,306106,575145,13124,67.15,23.32,43.82,68.24
1993-01-29,883355,308108,575247,13075,67.56,23.56,44.0,71.64
1993-02-05,887030,311717,575313,12873,68.91,24.21,44.69,78.32
1993-02-12,893719,318408,575311,13055,68.46,24.39,44.07,76.27
1993-02-19,883668,308086,575582,13223,66.83,23.3,43.53,66.14
1993-02-26,891690,315969,575721,12809,69.61,24.67,44.95,81.28
1993-03-05,897703,321897,575806,12855,69.83,25.04,44.79,82.33
1993-03-12,903521,327504,576017,12991,69.55,25.21,44.34,80.8
1993-03-19,891156,314322,576834,13258,67.22,23.71,43.51,68.94
1993-03-26,899598,322220,577378,13117,68.58,24.57,44.02,76.92
1993-04-02,900495,322889,577606,13397,67.22,24.1,43.11,68.89
1993-04-09,913006,334413,578593,12920,70.67,25.88,44.78,85.95
1993-04-16,903746,325153,578593,13446,67.21,24.18,43.03,68.76
1993-04-23,906088,326248,579840,13857,65.39,23.54,41.84,55.98
1993-04-30,910430,328945,581485,13867,65.65,23.72,41.93,57.5
1993-05-07,911324,329635,581689,13715,66.45,24.03,42.41,62.91
1993-05-14,916789,335087,581702,13643,67.2,24.56,42.64,68.59
1993-05-21,920155,338201,581954,13781,66.77,24.54,42.23,65.49
1993-05-28,916420,334383,582037,13999,65.46,23.89,41.58,56.46
1993-06-04,914807,332686,582121,14008,65.31,23.75,41.56,55.5
1993-06-11,906891,324772,582119,14054,64.53,23.11,41.42,49.96
1993-06-18,916450,334025,582425,14156,64.74,23.6,41.14,51.35
1993-06-25,922740,340315,582425,14099,65.45,24.14,41.31,56.33
1993-07-02,914521,331995,582526,14278,64.05,23.25,40.8,46.07
1993-07-09,918171,335417,582754,14325,64.1,23.41,40.68,46.38
1993-07-16,926522,343583,582939,14226,65.13,24.15,40.98,54.06
1993-07-23,920995,338056,582939,14208,64.82,23.79,41.03,51.88
1993-07-30,916578,333639,582939,14119,64.92,23.63,41.29,52.62
1993-08-06,917991,334659,583332,14229,64.52,23.52,41.0,49.61
1993-08-13,913740,330153,583587,14072,64.93,23.46,41.47,52.75
1993-08-20,909179,325426,583753,13986,65.01,23.27,41.74,53.1
1993-08-27,910619,326782,583837,13978,65.15,23.38,41.77,54.28
1993-09-03,904586,320499,584087,13852,65.3,23.14,42.17,55.41
1993-09-10,905908,321821,584087,13837,65.47,23.26,42.21,56.54
1993-09-17,906793,321610,585183,13902,65.23,23.13,42.09,54.89
1993-09-24,897592,312084,585508,13873,64.7,22.5,42.2,51.18
1993-10-01,895578,309991,585587,13956,64.17,22.21,41.96,46.77
1993-10-08,899907,314249,585658,13894,64.77,22.62,42.15,51.48
1993-10-15,895285,309375,585910,13909,64.37,22.24,42.12,48.21
1993-10-22,902793,316800,585993,13581,66.47,23.33,43.15,63.22
1993-10-29,904663,318584,586079,13693,66.07,23.27,42.8,60.25
1993-11-05,901318,315239,586079,13677,65.9,23.05,42.85,59.25
1993-11-12,906498,320250,586248,13675,66.29,23.42,42.87,61.78
1993-11-19,901306,314738,586568,13754,65.53,22.88,42.65,56.85
1993-11-26,902758,316131,586627,13621,66.28,23.21,43.07,61.61
1993-12-03,908302,321509,586793,13798,65.83,23.3,42.53,58.68
1993-12-10,914631,327837,586794,13713,66.7,23.91,42.79,65.1
1993-12-17,917131,330247,586884,13669,67.1,24.16,42.94,67.84
1993-12-24,916963,330079,586884,13451,68.17,24.54,43.63,74.87
1993-12-31,910560,323542,587018,13806,65.95,23.43,42.52,59.73
1994-01-07,903673,316593,587080,13387,67.5,23.65,43.85,71.25
1994-01-14,903479,316399,587080,13579,66.54,23.3,43.23,63.83
1994-01-21,898067,310921,587146,13408,66.98,23.19,43.79,67.02
1994-01-28,901175,314011,587164,13050,69.06,24.06,44.99,79.1
1994-02-04,905029,317837,587192,13207,68.53,24.07,44.46,76.44
1994-02-11,900674,313482,587192,13388,67.27,23.42,43.86,69.59
1994-02-18,903702,316510,587192,13405,67.42,23.61,43.8,70.68
1994-02-25,896520,309328,587192,13064,68.63,23.68,44.95,77.05
1994-03-04,904138,316945,587193,12751,70.91,24.86,46.05,86.91
1994-03-11,899062,311869,587193,12928,69.54,24.12,45.42,80.76
1994-03-18,912941,323772,589169,12814,71.25,25.27,45.98,87.7
1994-03-25,907810,318641,589169,12645,71.79,25.2,46.59,89.4
1994-04-01,907886,318717,589169,12861,70.59,24.78,45.81,85.78
1994-04-08,909488,319232,590256,13162,69.1,24.25,44.85,79.41
1994-04-15,912342,321163,591179,13715,66.52,23.42,43.1,63.7
1994-04-22,912420,321241,591179,14204,64.24,22.62,41.62,47.08
1994-04-29,913330,322151,591179,14175,64.43,22.73,41.71,48.87
1994-05-06,907637,316458,591179,14328,63.35,22.09,41.26,42.19
1994-05-13,906693,315520,591173,14439,62.79,21.85,40.94,39.62
1994-05-20,908347,317174,591173,14077,64.53,22.53,42.0,49.91
1994-05-27,907253,316080,591173,14278,63.54,22.14,41.4,42.84
1994-06-03,902769,311596,591173,14277,63.23,21.83,41.41,41.67
1994-06-10,899965,308787,591178,14445,62.3,21.38,40.93,37.13
1994-06-17,898398,307220,591178,14220,63.18,21.6,41.57,41.4
1994-06-24,901877,310699,591178,14463,62.36,21.48,40.88,37.57
1994-07-01,902820,311642,591178,14461,62.43,21.55,40.88,37.87
1994-07-08,903485,311816,591669,14207,63.59,21.95,41.65,43.19
1994-07-15,906667,314998,591669,14434,62.81,21.82,40.99,39.79
1994-07-22,909925,318255,591670,14280,63.72,22.29,41.43,44.07
1994-07-29,904073,312403,591670,14243,63.47,21.93,41.54,42.67
1994-08-05,901556,309883,591673,14407,62.58,21.51,41.07,38.53
1994-08-12,904670,312998,591672,14516,62.32,21.56,40.76,37.26
1994-08-19,901834,310161,591673,14493,62.23,21.4,40.82,36.87
1994-08-26,899390,307717,591673,14529,61.9,21.18,40.72,35.51
1994-09-02,899205,307532,591673,14438,62.28,21.3,40.98,37.0
1994-09-09,898945,307270,591675,14563,61.73,21.1,40.63,35.12
1994-09-16,900400,308725,591675,14179,63.5,21.77,41.73,42.8
1994-09-23,906295,314620,591675,14083,64.35,22.34,42.01,48.04
1994-09-30,909566,317891,591675,14099,64.51,22.55,41.97,49.56
1994-10-07,908634,316959,591675,13787,65.91,22.99,42.92,59.29
1994-10-14,913075,321399,591676,13533,67.47,23.75,43.72,71.07
1994-10-21,911246,319570,591676,13478,67.61,23.71,43.9,72.21
1994-10-28,920581,328905,591676,13074,70.41,25.16,45.26,84.9
1994-11-04,919593,327917,591676,13531,67.96,24.23,43.73,73.78
1994-11-11,918863,327189,591674,13573,67.7,24.11,43.59,72.86
1994-11-18,915885,324211,591674,13969,65.57,23.21,42.36,56.98
1994-11-25,913413,321739,591674,14294,63.9,22.51,41.39,45.07
1994-12-02,913367,321693,591674,14253,64.08,22.57,41.51,46.2
1994-12-09,911878,320205,591673,13777,66.19,23.24,42.95,60.91
1994-12-16,911223,319550,591673,13990,65.13,22.84,42.29,54.19
1994-12-23,911909,320236,591673,13938,65.43,22.98,42.45,56.15
1994-12-30,904519,312846,591673,14113,64.09,22.17,41.92,46.29
1995-01-06,906233,314560,591673,14304,63.36,21.99,41.36,42.23
1995-01-13,904948,313278,591670,13890,65.15,22.55,42.6,54.32
1995-01-20,898534,306864,591670,13538,66.37,22.67,43.7,62.39
1995-01-27,898253,306583,591670,13340,67.34,22.98,44.35,70.03
1995-02-03,901480,309810,591670,13417,67.19,23.09,44.1,68.5
1995-02-10,895147,303476,591671,13405,66.78,22.64,44.14,65.62
1995-02-17,902510,310839,591671,13563,66.54,22.92,43.62,63.92
1995-02-24,896939,305268,591671,13381,67.03,22.81,44.22,67.54
1995-03-03,899905,308234,591671,13714,65.62,22.48,43.14,57.33
1995-03-10,900392,308719,591673,13702,65.71,22.53,43.18,57.81
1995-03-17,900931,309258,591673,13414,67.16,23.05,44.11,68.41
1995-03-24,904981,313308,591673,13439,67.34,23.31,44.03,70.07
1995-03-31,912742,321069,591673,13516,67.53,23.75,43.78,71.47
1995-04-07,909938,318266,591672,13551,67.15,23.49,43.66,68.28
1995-04-14,911122,319450,591672,13682,66.59,23.35,43.24,64.18
1995-04-21,914145,322472,591673,14257,64.12,22.62,41.5,46.55
1995-04-28,910037,318365,591672,14154,64.3,22.49,41.8,47.64
1995-05-05,908116,316444,591672,13983,64.94,22.63,42.31,52.79
1995-05-12,908938,317267,591671,13983,65.0,22.69,42.31,53.05
1995-05-19,904789,313118,591671,14331,63.14,21.85,41.29,41.27
1995-05-26,901770,310099,591671,14666,61.49,21.14,40.34,34.12
1995-06-02,899614,307943,591671,14665,61.34,21.0,40.35,33.38
1995-06-09,899059,307390,591669,14752,60.94,20.84,40.11,31.68
1995-06-16,898570,306901,591669,14710,61.09,20.86,40.22,32.42
1995-06-23,891103,299434,591669,14731,60.49,20.33,40.16,30.1
1995-06-30,894829,303160,591669,14512,61.66,20.89,40.77,34.73
1995-07-07,893654,301985,591669,14365,62.21,21.02,41.19,36.82
1995-07-14,893637,301968,591669,14474,61.74,20.86,40.88,35.17
1995-07-21,886757,295085,591672,14289,62.06,20.65,41.41,36.26
1995-07-28,889706,298034,591672,14323,62.12,20.81,41.31,36.43
1995-08-04,882865,291165,591700,14313,61.68,20.34,41.34,34.95
1995-08-11,885340,293670,591670,14244,62.16,20.62,41.54,36.61
1995-08-18,877950,286280,591670,14156,62.02,20.22,41.8,36.04
1995-08-25,880903,289233,591670,14188,62.09,20.39,41.7,36.34
1995-09-01,888324,296654,591670,14473,61.38,20.5,40.88,33.55
1995-09-08,883722,292052,591670,14582,60.6,20.03,40.58,30.45
1995-09-15,882818,291145,591673,14604,60.45,19.94,40.51,30.02
1995-09-22,882268,290595,591673,14310,61.65,20.31,41.35,34.64
1995-09-29,877213,285540,591673,14351,61.13,19.9,41.23,32.55
1995-10-06,872829,281156,591673,14040,62.17,20.03,42.14,36.65
1995-10-13,872804,281131,591673,13458,64.85,20.89,43.96,52.14
1995-10-20,874975,283307,591668,13671,64.0,20.72,43.28,45.72
1995-10-27,876499,284831,591668,13676,64.09,20.83,43.26,46.25
1995-11-03,879790,288122,591668,13609,64.65,21.17,43.48,51.0
1995-11-10,878159,286496,591663,13433,65.37,21.33,44.05,55.93
1995-11-17,887768,296105,591663,13769,64.48,21.51,42.97,49.26
1995-11-24,893847,302184,591663,13902,64.3,21.74,42.56,47.73
1995-12-01,890735,299072,591663,14203,62.71,21.06,41.66,39.09
1995-12-08,886475,294812,591663,14302,61.98,20.61,41.37,35.78
1995-12-15,892325,300674,591651,14020,63.65,21.45,42.2,43.54
1995-12-22,886465,294817,591648,13876,63.88,21.25,42.64,44.94
1995-12-29,876239,284591,591648,14049,62.37,20.26,42.11,37.61
1996-01-05,877271,285623,591648,13980,62.75,20.43,42.32,39.31
1996-01-12,880191,288551,591640,13733,64.09,21.01,43.08,46.34
1996-01-19,884469,292829,591640,13830,63.95,21.17,42.78,45.29
1996-01-26,882724,291084,591640,13693,64.47,21.26,43.21,49.13
1996-02-02,880314,288674,591640,13651,64.49,21.15,43.34,49.48
1996-02-09,878080,286440,591640,13610,64.52,21.05,43.47,49.65
1996-02-16,875010,283380,591630,13582,64.42,20.86,43.56,48.78
1996-02-23,875353,283723,591630,13443,65.12,21.11,44.01,53.84
1996-03-01,872078,280448,591630,13672,63.79,20.51,43.27,44.42
1996-03-08,880303,288673,591630,13638,64.55,21.17,43.38,50.04
1996-03-15,875021,283404,591617,13649,64.11,20.76,43.35,46.51
1996-03-22,873804,282187,591617,13690,63.83,20.61,43.22,44.63
1996-03-29,869246,280124,589122,14055,61.85,19.93,41.92,35.47
1996-04-05,871553,282424,589129,14001,62.25,20.17,42.08,36.91
1996-04-12,871467,283823,587644,14162,61.54,20.04,41.49,34.29
1996-04-19,866788,279794,586994,14193,61.07,19.71,41.36,32.37
1996-04-26,865917,279424,586493,14223,60.88,19.65,41.24,31.5
1996-05-03,873097,286604,586493,14268,61.19,20.09,41.11,32.85
1996-05-10,871395,284902,586493,14153,61.57,20.13,41.44,34.38
1996-05-17,866935,280450,586485,14104,61.47,19.88,41.58,33.94
1996-05-24,868063,281578,586485,14469,59.99,19.46,40.53,27.79
1996-05-31,879330,293515,585815,14525,60.54,20.21,40.33,30.32
1996-06-07,877666,291863,585803,14561,60.28,20.04,40.23,28.84
1996-06-14,874656,288853,585803,14467,60.46,19.97,40.49,30.06
1996-06-21,874178,289709,584469,14505,60.27,19.97,40.29,28.8
1996-06-28,881031,296562,584469,14531,60.63,20.41,40.22,30.54
1996-07-05,882687,298222,584465,14361,61.46,20.77,40.7,33.9
1996-07-12,879679,295695,583984,14386,61.15,20.55,40.59,32.68
1996-07-19,875440,291857,583583,14361,60.96,20.32,40.64,31.76
1996-07-26,876086,292972,583114,14277,61.36,20.52,40.84,33.42
1996-08-02,873207,290295,582912,14384,60.71,20.18,40.53,30.85
1996-08-09,870523,289134,581389,14494,60.06,19.95,40.11,27.84
1996-08-16,871882,291014,580868,14331,60.84,20.31,40.53,31.28
1996-08-23,881010,300715,580295,14391,61.22,20.9,40.32,33.03
1996-08-30,874299,295650,578649,14362,60.88,20.59,40.29,31.41
1996-09-06,870137,292562,577575,14432,60.29,20.27,40.02,28.93
1996-09-13,866819,290575,576244,14428,60.08,20.14,39.94,28.05
1996-09-20,867471,291751,575720,14469,59.95,20.16,39.79,27.66
1996-09-27,860303,286638,573665,14536,59.18,19.72,39.47,25.09
1996-10-04,859926,286261,573665,14564,59.04,19.66,39.39,24.48
1996-10-11,856619,282960,573659,14106,60.73,20.06,40.67,31.02
1996-10-18,862360,288701,573659,14146,60.96,20.41,40.55,31.81
1996-10-25,859301,285642,573659,14296,60.11,19.98,40.13,28.32
1996-11-01,869551,295892,573659,14388,60.44,20.57,39.87,29.89
1996-11-08,864383,290762,573621,13779,62.73,21.1,41.63,39.27
1996-11-15,861687,288297,573390,14061,61.28,20.5,40.78,33.25
1996-11-22,855564,283501,572063,14341,59.66,19.77,39.89,26.83
1996-11-29,854847,283728,571119,14327,59.67,19.8,39.86,26.88
1996-12-06,852835,282735,570100,14433,59.09,19.59,39.5,24.65
1996-12-13,849608,279788,569820,14269,59.54,19.61,39.93,26.4
1996-12-20,841779,273685,568094,14292,58.9,19.15,39.75,24.21
1996-12-27,843594,276127,567467,14239,59.25,19.39,39.85,25.44
1997-01-03,834666,267904,566762,14081,59.28,19.03,40.25,25.61
1997-01-10,838772,272956,565816,13771,60.91,19.82,41.09,31.59
1997-01-17,836679,271491,565188,13634,61.37,19.91,41.45,33.46
1997-01-24,839646,274863,564783,13505,62.17,20.35,41.82,36.69
1997-01-31,844691,280898,563793,13733,61.51,20.45,41.05,34.21
1997-02-07,847731,284247,563484,13257,63.95,21.44,42.5,45.24
1997-02-14,852214,288732,563482,13229,64.42,21.83,42.59,48.69
1997-02-21,852050,288568,563482,13401,63.58,21.53,42.05,43.11
1997-02-28,846627,283145,563482,13482,62.8,21.0,41.8,39.7
1997-03-07,851957,288475,563482,13670,62.32,21.1,41.22,37.3
1997-03-14,852059,288585,563474,13758,61.93,20.98,40.96,35.65
1997-03-21,850971,287497,563474,14110,60.31,20.38,39.93,29.1
1997-03-28,857317,293843,563474,14204,60.36,20.69,39.67,29.54
1997-04-04,857515,294041,563474,14246,60.19,20.64,39.55,28.62
1997-04-11,860134,296665,563469,14208,60.54,20.88,39.66,30.28
1997-04-18,861594,298115,563479,14257,60.43,20.91,39.52,29.84
1997-04-25,864420,300941,563479,14095,61.33,21.35,39.98,33.33
1997-05-02,864354,300885,563469,14386,60.08,20.92,39.17,28.14
1997-05-09,870743,307280,563463,14867,58.57,20.67,37.9,23.12
1997-05-16,865308,301845,563463,14886,58.13,20.28,37.85,21.9
1997-05-23,868522,305059,563463,15070,57.63,20.24,37.39,20.72
1997-05-30,872724,309261,563463,15364,56.8,20.13,36.67,17.71
1997-06-06,872308,308845,563463,15269,57.13,20.23,36.9,19.11
1997-06-13,871048,307589,563459,15109,57.65,20.36,37.29,20.77
1997-06-20,870585,307126,563459,15174,57.37,20.24,37.13,19.68
1997-06-27,864858,301399,563459,15101,57.27,19.96,37.31,19.5
1997-07-04,869677,306218,563459,14867,58.5,20.6,37.9,22.73
1997-07-11,867214,303759,563455,15157,57.22,20.04,37.17,19.33
1997-07-18,865229,301774,563455,15036,57.54,20.07,37.47,20.46
1997-07-25,855339,291884,563455,14867,57.53,19.63,37.9,20.33
1997-08-01,854575,291120,563455,15089,56.64,19.29,37.34,16.88
1997-08-08,859710,296258,563452,14871,57.81,19.92,37.89,21.07
1997-08-15,860334,296882,563452,15090,57.01,19.67,37.34,18.59
1997-08-22,855080,291628,563452,15335,55.76,19.02,36.74,14.7
1997-08-29,853478,290026,563452,15459,55.21,18.76,36.45,13.26
1997-09-05,847380,283928,563452,15442,54.88,18.39,36.49,12.57
1997-09-12,851171,287722,563449,15398,55.28,18.69,36.59,13.53
1997-09-19,847288,283839,563449,15317,55.32,18.53,36.79,13.7
1997-09-26,848606,285157,563449,15273,55.56,18.67,36.89,14.09
1997-10-03,853393,289944,563449,15199,56.15,19.08,37.07,15.71
1997-10-10,851216,287772,563444,15303,55.62,18.8,36.82,14.27
1997-10-17,847918,284474,563444,14881,56.98,19.12,37.86,18.41
1997-10-24,852523,289079,563444,14708,57.96,19.65,38.31,21.51
1997-10-31,858542,295098,563444,14782,58.08,19.96,38.12,21.73
1997-11-07,857233,293789,563444,14550,58.92,20.19,38.72,24.35
1997-11-14,862514,299075,563439,14346,60.12,20.85,39.27,28.36
1997-11-21,866288,302849,563439,14801,58.53,20.46,38.07,22.91
1997-11-28,869108,305669,563439,14946,58.15,20.45,37.7,21.99
1997-12-05,864350,300911,563439,14863,58.15,20.25,37.91,22.03
1997-12-12,866890,303451,563439,14958,57.95,20.29,37.67,21.47
